listing,Brand,price,serial,condition,,weight,stock,,,,,Brand
Fender Custom Shop '56 Stratocaster Journeyman Relic Aged White Blonde,Fender,"$5,050.00 ",#CZ578087,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,Fender
PRS SE Custom 24-08 Quilt Charcoal Cherry Burst,Other,"$1,029.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Custom 24 Charcoal Cherry Burst,Other,$849.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Silver Sky Maple LEFTY John Mayer Nylon Blue,Other,$849.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Silver Sky Maple LEFTY John Mayer Overland Gray,Other,$849.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE Silver Sky LEFTY John Mayer Storm Gray,Other,$849.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Suhr Custom Classic S SSS Silver Sparkle Drip w/Roasted Maple Neck,Other,"$4,399.00 ",#80736,USED,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
PRS Wood Library McCarty 594 10-Top Quilt Red Tiger w/Figured Stained Maple Neck & Cocobolo Fingerboard,Other,"$6,280.00 ",#0384668,DEMO,,Weight: 8lbs,In Stock!,,,,,#N/A
Gibson Original Les Paul Standard '50s Faded Vintage Tobacco Burst,Gibson,"$2,299.00 ",#204450256,NEW,,Weight: 8lbs 8oz,In Stock!,,,,,Gibson
Gibson Original Les Paul Standard '60s Mahogany Top TV Yellow,Gibson,"$2,799.00 ",#234140053,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,Gibson
Gibson Original ES-330 Sixties Cherry,Gibson,"$3,499.00 ",#234740261,NEW,,Weight: 6lbs 6oz,In Stock!,,,,,Gibson
Gibson Original ES-330 Antique Natural,Gibson,"$3,499.00 ",#206350258,NEW,,Weight: 6lbs 4oz,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Artist Joe Bonamassa 1955 Les Paul Standard Copper Iridescent,Gibson,$849.00 ,#N/A,NEW,,,Pre-Order,,,,,Gibson
Fender Custom Shop 1966 Jaguar Heavy Relic Super Aged India Ivory,Fender,"$7,120.00 ",#R135953,NEW,,Weight: 8lbs 12oz,In Stock!,,,,,Fender
Supro Lexington Sunburst 1960s,Other,"$1,095.00 ",#N/A,VINTAGE,,Weight: 8lbs 2oz,In Stock!,,,,,#N/A
Ibanez MGFM10OBL Manuel Gardner Fernandes Signature Obsidian Black Low Gloss,Ibanez,"$1,399.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Fender Custom Shop 1960 Stratocaster Heavy Relic Heavy Aged Lake Placid Blue Master Built by Jason Smith,Fender,"$9,425.00 ",#R135449,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Fender
Reverend Sensei RA FM Coffee Burst,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Kingbolt RA FM Coffee Burst,Other,"$1,499.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Greg Koch Gristle ST 3-Tone Burst,Other,"$1,799.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Greg Koch Gristle ST Blucifer,Other,"$1,799.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Greg Koch Gristle ST Avocado Burst,Other,"$1,799.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Les Paul Studio Wine Red,Gibson,"$1,599.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Journeyman Relic Wide Fade 2-Color Sunburst,Fender,"$4,875.00 ",#XN5042,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,Fender
PRS Wood Library McCarty 594 Singlecut 10-Top Quilt Faded Whale Blue w/Korina Body/Neck & Brazilian Rosewood Fingerboard,Other,"$5,760.00 ",#0391771,NEW,,Weight: 9lbs 13oz,In Stock!,,,,,#N/A
Fender Custom Shop Limited Edition Hardtail 1954 Stratocaster Deluxe Closet Classic Copper,Fender,"$4,800.00 ",#N/A,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,Fender
"Gibson Custom Shop 1964 Trini Lopez Reissue ""CME Spec"" White Sparkle VOS",Gibson,"$7,999.00 ",#140620,USED,,Weight: 8lbs 13oz,In Stock!,,,,,Gibson
Harmony Silhouette Pelham Blue,Other,"$1,499.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Nash S-63 Aztec Gold Medium Relic,Other,"$2,795.00 ",#CHI704,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,#N/A
PRS Private Stock #11768 Custom 24 Poplar Burl/African Mahogany Laguna Glow w/Flamed Mahogany Neck & Hormigo Fingerboard,Other,"$15,305.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
PRS Private Stock #11767 Paul's Guitar Curly Maple/African Mahogany Rainforest Glow w/Stained Neck/Fingerboard & Birds of a Feather Inlay,Other,"$13,955.00 ",#0406986,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
PRS Private Stock #11766 Paul's Guitar Curly Maple/Figured South American Mahogany Turquoise Glow w/Brazilian Rosewood Neck & Semi-Hollow Body/No F-Hole,Other,"$14,580.00 ",#0406466,NEW,,Weight: 7lbs 6oz,In Stock!,,,,,#N/A
PRS Private Stock #11764 McCarty Buckeye Burl/African Mahogany Natural Burst w/Brazilian Rosewood Fingerboard & Figured Mahogany Neck,Other,"$14,095.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
PRS Private Stock #11763 Santana Curly Maple/Swamp Ash Raspberry Lemon w/Stained Curly Maple Neck & Fingerboard,Other,"$13,915.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
PRS Private Stock #11761 McCarty 594 Tremolo One-Piece Quilted Maple/Swamp Ash Blood Orange Glow w/Stained Neck/Fingerboard & Birds of a Feather Inlay,Other,"$15,910.00 ",#0403309,NEW,,Weight: 8lbs 2oz,In Stock!,,,,,#N/A
PRS Private Stock #11760 Custom 24 Spalted Maple/Black Limba Fire Red Fade w/Stained Curly Maple Fingerboard,Other,"$15,560.00 ",#0402262,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
PRS Private Stock #11758 Custom 24 Pale Moon Ebony/Swamp Ash Natural w/Pale Moon Ebony Neck & Ebony Binding,Other,"$16,145.00 ",#0400589,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,#N/A
PRS Private Stock #11762 DGT Quilted Maple/African Mahogany Zombie Fade w/Stained Curly Maple Inlays & Tuners,Other,"$12,950.00 ",#0403834,NEW,,Weight: 8lbs 12oz,In Stock!,,,,,#N/A
"PRS Private Stock #11755 McCarty 594 Curly Maple/African Mahogany Sandstorm w/Hormigo Neck, Binding, Inlays, Rings, & Backplate",Other,"$13,730.00 ",#0398091,NEW,,Weight: 8lbs 14oz,In Stock!,,,,,#N/A
Nash S-57 Sonic Blue Light Relic,Other,"$2,795.00 ",#CHI700,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Nash S-63 3 Tone Burst Medium Relic,Other,"$2,795.00 ",#CHI694,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Kauer Gripen Standard Ultra Violet w/Wolfetone Kauerbuckers,Other,"$4,050.00 ",#070,USED,,Weight: 5lbs 14oz,In Stock!,,,,,#N/A
Sterling by Music Man Intro Series Cutlass CT20 Electric Guitar Electric Blue,Other,$199.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop LTD 70th Anniversary 1954 Stratocaster Deluxe Closet Classic Aztec Gold,Fender,"$4,750.00 ",#XN4770,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,Fender
Reverend Descent RA Baritone Army Green LEFTY,Other,"$1,249.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Pete Anderson Eastsider S Outfield Ivy,Other,"$1,199.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop Postmodern Stratocaster Journeyman Relic Aged Surf Green,Fender,"$5,100.00 ",#XN17303,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,Fender
Squier Classic Vibe '60s Custom Esquire Dakota Red,Squier,$459.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Kramer Original Jersey Star Black Pearl,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Nash S-57 Desert Sand Heavy Relic,Other,"$2,795.00 ",#CHI693,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,#N/A
Castedosa Conchers Standard Aged Surf Burst Sparkle w/TS JM Pickups,Other,"$8,590.00 ",#287,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,#N/A
Jackson American Series Virtuoso HT Snow White,Other,"$2,049.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS NF 53 Blue Matteo,Other,"$2,899.00 ",#0390313,DEMO,,Weight: 6lbs 10oz,In Stock!,,,,,#N/A
Jackson Custom Shop 1982 Dinky Nitro Pristine Black,Other,"$5,599.99 ",#XN17617,NEW,,Weight: 8lbs 4oz,In Stock!,,,,,#N/A
"Fender Custom Shop 1959 Jazzmaster ""Chicago Special"" Journeyman Relic Super Faded Aged Blue Sparkle",Fender,"$5,805.00 ",#R135845,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,Fender
LSL Custom Saticoy HSS Medium Age Nitro Iced Tea Burst,Other,"$3,998.00 ",#6430,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
Fender Custom Shop Toronado Relic Fluorescent Yellow Master Built by Levi Perry,Fender,"$10,200.00 ",#XN17617,NEW,,Weight: 8lbs 6oz,In Stock!,,,,,Fender
Fender Custom Shop '50s Telecaster NOS Tobacco Sunburst Master Built by Jason Smith w/Knotty Pine Top,Fender,"$8,750.00 ",#JS0682,NEW,,Weight: 7lbs 1oz,In Stock!,,,,,Fender
Vega Early Electric Natural 1940s,Other,"$2,295.00 ",#Y491634,USED,,Weight: 5lbs 10oz,In Stock!,,,,,#N/A
Ibanez RG550EB RG Genesis Collection Electric Guitar Electric Blue,Ibanez,"$1,149.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez RG550BK RG Genesis Collection Electric Guitar Black,Ibanez,"$1,149.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez TOD10MM Tim Henson Signature 6-string Electric Guitar,Ibanez,"$1,599.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez PM3CBKL Pat Metheny Signature Electric Guitar Black Low Gloss,Ibanez,"$1,699.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez TOD70 Tim Henson Signature 7-string Electric Guitar,Ibanez,"$1,799.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez Q547PBCOL Q Standard 7-string Electric Guitar Cosmic Blue Low Gloss,Ibanez,"$1,299.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Ibanez FRM350BK Paul Gilbert Signature Electric Guitar Black,Ibanez,"$1,399.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
PJD St. John Standard Aubergine,Other,"$1,689.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PJD Woodford Standard Plus Firemist Gold w/Tremolo,Other,"$1,889.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Epiphone Artist Dave Grohl DG-335 Pelham Blue,Epiphone,"$1,170.00 ",#24031511222,USED,,Weight: 7lbs 15oz,In Stock!,,,,,Epiphone
Nash JG-63 Ash Mary Kaye Medium Relic,Other,"$2,957.00 ",#CHI671,NEW,,Weight: 8lbs 12oz,In Stock!,,,,,#N/A
Fender Custom Shop Limited Edition 70th Anniversary Stratocaster NOS with Gold Hardware Bright Sapphire Metallic,Fender,"$4,700.00 ",#N/A,NEW,,Weight: 8lbs,In Stock!,,,,,Fender
Kauer Banshee Deluxe Jungle Water w/Wolfetone Kauerbuckers,Other,"$4,900.00 ",#748,USED,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
"Fender Custom Shop 1962 Jazzmaster ""Chicago Special"" Deluxe Closet Classic Faded/Aged Desert Sand w/Tahitian Coral Burst",Fender,"$4,416.00 ",#R134518,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,Fender
"Fender Custom Shop 1960 Stratocaster ""Chicago Special"" Deluxe Closet Classic Super Aged Silverburst Sparkle",Fender,"$4,700.50 ",#R134613,NEW,,Weight: 8lbs 2oz,In Stock!,,,,,Fender
Fender Player II Stratocaster Polar White,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fano Alt de Facto PX6 Cadillac Green Light Distress w/Lollar Pickups,Other,"$4,810.00 ",#240626,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,#N/A
Fender Custom Shop Limited Edition Fat '54 Stratocaster Relic with Closet Classic Hardware Aged Black,Fender,"$5,025.00 ",#N/A,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,Fender
Fender Player II Jazzmaster Birch Green,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jazzmaster Coral Red,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jazzmaster Aquatone Blue,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster HH Aquatone Blue,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Mocha,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS 3-Color Sunburst,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Birch Green,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS Aquatone Blue,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Black,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Transparent Mocha Burst,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS White Blonde,Fender,$979.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jazzmaster Black,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS Coral Red,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Aquatone Blue,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Hialeah Yellow,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Mustang Birch Green,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Transparent Cherry,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Mustang Hialeah Yellow,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster White Blonde,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Mustang Aquatone Blue,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Aquatone Blue,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Polar White,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Mustang Black,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Polar White LEFTY,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Transparent Cherry Burst,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jaguar Coral Red,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster White Blonde,Fender,$944.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jaguar Aquatone Blue,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Aquatone Blue LEFTY,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Hialeah Yellow LEFTY,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster 3-Color Sunburst LEFTY,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jaguar Polar White,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS Hialeah Yellow,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Birch Green,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jaguar Hialeah Yellow,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Coral Red,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS Transparent Mocha Burst,Fender,$979.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster Polar White LEFTY,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Jaguar 3-Color Sunburst,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster Black,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS Transparent Cherry Burst,Fender,$979.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster HH Hialeah Yellow,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster 3-Color Sunburst,Fender,$839.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Stratocaster HSS Black,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender Player II Telecaster HH Coral Red,Fender,$869.99 ,#N/A,NEW,,,In Stock!,,,,,Fender
Jackson Custom Shop Special Edition King V Trans Black Burst w/Quilted Maple Top,Other,"$6,499.99 ",#J10498,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,#N/A
Gretsch Custom Shop G6128-55 1955 Duo Jet Deluxe Closet Classic w/Granadillo Top Natural Master Built by Gonzalo Madrigal,Other,"$7,550.00 ",#UC24063731,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,#N/A
Gibson Custom Shop Murphy Lab 1963 Firebird V Cardinal Red Light Aged w/Maestro Vibrola,Gibson,"$8,799.00 ",#403083,USED,,Weight: 8lbs 6oz,In Stock!,,,,,Gibson
Squier Affinity Series Stratocaster Mustang Micro Pack Black,Squier,$545.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
EVH Limited Edition Frankenstein Relic Series Blueburst,Other,"$1,549.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Squier Affinity Series Jaguar Mystic Metallic Brown,Squier,$377.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Affinity Series Jaguar 3-Color Sunburst,Squier,$377.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Affinity Series Telecaster Thinline Olympic White,Squier,$377.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Affinity Series Telecaster FMT SH Crimson Red Transparent,Squier,$367.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Affinity Series Stratocaster Junior HSS 3-Color Sunburst,Squier,$304.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Affinity Series Starcaster Deluxe Sienna Sunburst,Squier,$439.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Affinity Series Starcaster Deluxe Olympic White,Squier,$439.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Limited Edition Paranormal Offset Telecaster SJ Olympic White,Squier,$449.00 ,#N/A,NEW,,,In Stock!,,,,,Squier
Fender Custom Shop Postmodern Stratocaster Journeyman Relic Aged Natural,Fender,"$5,250.00 ",#XN17323,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,Fender
"Fender Custom Shop 1952 Telecaster ""Chicago Special"" Deluxe Closet Classic Super Aged Silverburst Sparkle",Fender,"$4,896.00 ",#R137056,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,Fender
PRS SE NF3 Pearl White,Other,$799.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE NF3 Ice Blue Metallic,Other,$799.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE NF3 Metallic Orange,Other,$799.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE NF3 Metallic Orange Maple Fingerboard,Other,$799.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE NF3 Ice Blue Metallic Maple Fingerboard,Other,$799.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
PRS SE NF3 Gun Metal Grey,Other,$799.00 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Artist Susan Tedeschi Telecaster Aged Caribbean Mist,Fender,"$1,999.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
PRS Wood Library McCarty 594 10-Top Quilt Autumn Sky w/Figured Stained Maple Neck & Cocobolo Fingerboard,Other,"$6,280.00 ",#0384665,NEW,,Weight: 8lbs,In Stock!,,,,,#N/A
Mayones Duvell Elite 6 Flamed Maple 4A/Black Limba Black Feather,Other,"$5,169.00 ",#DF2402638,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,#N/A
PRS Wood Library Custom 24 Fat Back 10-Top Flame Red Tiger w/Figured Stained Neck & African Blackwood Fingerboard,Other,"$5,850.00 ",#0380246,DEMO,,Weight: 8lbs 3oz,In Stock!,,,,,#N/A
Nash T-52 Ash Salmon Light Relic,Other,"$2,633.00 ",#CHI666,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
Nash JM-63 Inca Silver Medium Relic,Other,"$2,957.00 ",#CHI651,NEW,,Weight: 8lbs 4oz,In Stock!,,,,,#N/A
Nash S-57 Ash Salmon Light Relic,Other,"$2,795.00 ",#CHI652,NEW,,Weight: 7lbs 9oz,In Stock!,,,,,#N/A
Fender Custom Shop Limited Edition '54 Hardtail Stratocaster Deluxe Closet Classic with Gold Hardware India Ivory,Fender,"$4,825.00 ",#N/A,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,Fender
PRS McCarty 594 10 Top Black Gold Wraparound Burst,Other,"$3,650.00 ",#0384699,DEMO,,Weight: 7lbs 14oz,In Stock!,,,,,#N/A
Ibanez TQM2CUF Tom Quayle Signature Electric Guitar Charcol Black Burst Flat,Ibanez,"$3,199.99 ",#210001F2422682,NEW,,Weight: 7lbs 6oz,In Stock!,,,,,Ibanez
Ibanez AZ2204NWGRM Prestige Electric Guitar Gray Metallic,Ibanez,"$2,199.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Reverend Jetstream RB Avocado,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Jetstream RB Deep Sea Blue,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Jetstream RB Transparent White,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Fender x Loog Stratocaster Sea Foam Green,Fender,$229.00 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender x Loog Telecaster Black,Fender,$229.00 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender x Loog Telecaster Candy Apple Red,Fender,$229.00 ,#N/A,NEW,,,In Stock!,,,,,Fender
Fender x Loog Stratocaster Candy Apple Red,Fender,$229.00 ,#N/A,NEW,,,In Stock!,,,,,Fender
PRS S2 McCarty 594 Singlecut Lake Blue,Other,"$2,399.00 ",#S2073591,DEMO,,Weight: 9lbs,In Stock!,,,,,#N/A
Epiphone USA Coronet Ebony,Epiphone,"$1,799.00 ",#N/A,NEW,,,In Stock!,,,,,Epiphone
Epiphone USA Coronet Vintage Cherry,Epiphone,"$1,799.00 ",#N/A,NEW,,,In Stock!,,,,,Epiphone
Ibanez AZ2204NPBM Prestige Electric Guitar Prussian Blue Metallic,Ibanez,"$2,199.99 ",#N/A,NEW,,,In Stock!,,,,,Ibanez
Kauer Banshee Deluxe Warm Lemon Burst w/Wolfetone Kauerbuckers,Other,"$4,900.00 ",#731,USED,,Weight: 7lbs 10oz,In Stock!,,,,,#N/A
PRS Wood Library Custom 24 Piezo 10-Top Quilt Jade w/Brazilian Rosewood Fingerboard,Other,"$6,020.00 ",#0381478,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,#N/A
Chapman Ghost Fret Classic Manhattan Black,Other,"$1,349.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Chapman Chris Robertson Signature SAR63 Stone White,Other,"$1,599.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Chapman Peter Honore Signature DPT Fall Yellow,Other,"$1,249.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Chapman Peter Honore Signature DPT Flint Blue,Other,"$1,249.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Heritage Standard H-575 Hollow Body Original Sunburst,Other,"$3,633.00 ",#1240646,USED,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
PRS SE Silver Sky Stone Blue 2022,Other,,#CTIE109005,USED,,Weight: 7lbs 2oz,In Stock!,,,,,#N/A
Nash JM-63 Antigua Light Relic,Other,"$3,425.00 ",#CHI629,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,#N/A
Gibson ES-335 Cherry Refin 1969,Gibson,"$4,995.00 ",#880442,VINTAGE,,Weight: 8lbs 2oz,In Stock!,,,,,Gibson
EVH Wolfgang Standard Stryker Red,Other,$471.00 ,#ICE2201331,USED,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
Squier Classic Vibe '70s Telecaster Custom Antigua,Squier,$489.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Squier Classic Vibe '70s Stratocaster Antigua,Squier,$469.99 ,#N/A,NEW,,,In Stock!,,,,,Squier
Fender Artist Limited Edition Tom DeLonge Stratocaster Daphne Blue,Fender,"$1,101.00 ",#MX23135018,DEMO,,Weight: 7lbs 7oz,In Stock!,,,,,Fender
Fender Artist Tom DeLonge Starcaster Satin Surf Green,Fender,"$1,259.99 ",#N/A,NEW,,,In Stock!,,,,,Fender
Ibanez TQMS1CTB Tom Quayle Signature Electric Guitar Celeste Blue,Ibanez,"$2,599.00 ",#210003F2412949,USED,,Weight: 7lbs 15oz,In Stock!,,,,,Ibanez
"Fender Custom Shop 1970 Jazzmaster ""Chicago Special"" Journeyman Relic Dirty Olympic White",Fender,"$5,328.00 ",#R134137,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Fender
Epiphone Inspired by Gibson Custom Les Paul Custom Ebony,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1959 ES-355 Classic White,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1959 ES-355 Cherry Red,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1963 Les Paul SG Custom Classic White w/Maestro Vibrola,Gibson,"$1,499.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1959 Les Paul Standard Tobacco Burst,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1959 Les Paul Standard Factory Burst,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
