listing,Brand,price,serial,condition,,weight,stock,,,,,Brand
Nash T-52 Ash Butterscotch Blonde Light Relic,Other,"$2,783.00 ",#CHI722,NEW,,Weight: 6lbs 13oz,In Stock!,,,,,#N/A
Suhr Modern Antique LE Daphne Blue,Other,"$4,299.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Gibson Custom Shop 1964 ES-335 Reissue '60s Cherry VOS,Gibson,"$5,999.00 ",#150130,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,Gibson
Suhr Classic JM Antique LE Olympic White w/Mastery Vibrato,Other,"$4,375.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Gibson Original Les Paul Standard '60s Sunburst,Gibson,"$2,999.00 ",#208750339,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,Gibson
"Gibson Artist Kirk Hammett ""Greeny"" Les Paul Standard Greeny Burst",Gibson,"$2,999.00 ",#200750222,NEW,,Weight: 8lbs 12oz,In Stock!,,,,,Gibson
Gibson Original Les Paul Standard '50s Heritage Cherry Sunburst,Gibson,"$2,999.00 ",#208550084,NEW,,Weight: 9lbs 2oz,In Stock!,,,,,Gibson
Rock n Roll Relics Thunders 2 Cherry w/P90s,Other,"$3,300.00 ",#251902,NEW,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Suhr Custom Classic JM Vintage Gold w/Roasted Maple Neck,Other,"$4,399.00 ",#80848,NEW,,Weight: 8lbs,In Stock!,,,,,#N/A
Fender Artist Jack White Triplecaster Black,Fender,"$3,679.99 ",#JW240916,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Fender
Fender Custom Shop 1962 Jazzmaster NOS Mercedes Blue,Fender,"$4,925.00 ",#R144178,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,Fender
"Fender Custom Shop 1965 Stratocaster ""Chicago Special"" NOS Super Aged Teal Green Metallic",Fender,"$4,475.00 ",#R143858,NEW,,Weight: 8lbs,In Stock!,,,,,Fender
PRS McCarty 594 10 Top McCarty Sunburst,Other,"$5,600.00 ",#0405503,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Gibson Custom Theodore Cherry 2022,Gibson,"$4,595.00 ",##72281,USED,,Weight: 6lbs 7oz,In Stock!,,,,,Gibson
Gibson Les Paul Special Cherry 1959,Gibson,"$10,995.00 ",#933383,VINTAGE,,Weight: 7lbs 13oz,In Stock!,,,,,Gibson
Gibson SG Special Cherry 1970,Gibson,"$3,235.00 ",##901881,VINTAGE,,Weight: 7lbs,In Stock!,,,,,Gibson
Gibson Firebird '76 Bicentennial Sunburst 1978,Gibson,"$5,995.00 ",#71718221,VINTAGE,,Weight: 8lbs 2oz,In Stock!,,,,,Gibson
Gibson ES-330 Cherry 1962,Gibson,"$10,995.00 ",#85269,VINTAGE,,Weight: 6lbs,In Stock!,,,,,Gibson
Gibson ES-330 Sunburst 1960,Gibson,"$10,995.00 ",#R6085,VINTAGE,,Weight: 6lbs 1oz,In Stock!,,,,,Gibson
Gretsch 6119 Chet Atkins Tennessean Walnut 1962,Other,"$4,295.00 ",#44206,VINTAGE,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
Strandberg Salen Plini Satin Black 2024,Other,"$2,295.00 ",#C2407575,USED,,Weight: 5lbs 8oz,In Stock!,,,,,#N/A
Strandberg Salen Monochrom Monochrom Burst 2024,Other,"$2,495.00 ",#C2408655,USED,,Weight: 5lbs 1oz,In Stock!,,,,,#N/A
Suhr Classic JM Antique LE Ocean Turquoise w/Mastery Vibrato,Other,"$4,375.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Suhr Modern Antique LE Shell Pink,Other,"$4,299.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Gibson Custom Shop 1961 SG Les Paul Standard Cherry Red VOS w/Sideway Vibrola,Gibson,"$5,499.00 ",#403891,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,Gibson
Collings I-35 LC Vintage Aged Tobacco Sunburst,Other,"$7,900.00 ",#I35LC242452,NEW,,Weight: 6lbs 13oz,In Stock!,,,,,#N/A
Nash S-63 Ice Blue Metallic Light Relic,Other,"$2,795.00 ",#CHI747,NEW,,Weight: 7lbs 9oz,In Stock!,,,,,#N/A
PRS S2 Vela Semi-Hollow Space Blue,Other,"$2,149.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Chapman Peter Honore Signature DPT Grove Green,Other,"$1,125.00 ",#H23120116,USED,,Weight: 6lbs 15oz,In Stock!,,,,,#N/A
"Gibson Custom Shop 1957 Les Paul Goldtop ""CME Spec"" Double Gold VOS w/59 Carmelita Neck",Gibson,"$5,399.00 ",#75381,NEW,,Weight: 8lbs 12oz,In Stock!,,,,,Gibson
Dillion DR-1500 QTI Blue,Other,$395.00 ,#A-13108,USED,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Gibson Custom Shop 1960 Les Paul Standard Beauty of the Burst 138 Murphy Lab Light Aged w/Bigsby B7,Gibson,"$8,799.00 ",#05208,NEW,,Weight: 9lbs 6oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Chambered Kindred Burst VOS w/Lightweight Back",Gibson,"$7,999.00 ",#95441,NEW,,Weight: 6lbs 11oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Chambered Dirty Lemon Fade VOS w/Lightweight Back",Gibson,"$7,999.00 ",#95347,NEW,,Weight: 6lbs 10oz,In Stock!,,,,,Gibson
Gibson Custom Shop 1959 ES-335 Reissue Vintage Natural VOS,Gibson,"$5,999.00 ",#A950113,NEW,,Weight: 7lbs 15oz,In Stock!,,,,,Gibson
Gibson Custom Shop 1959 Les Paul Standard Reissue Washed Cherry Sunburst VOS,Gibson,"$6,699.00 ",#951260,NEW,,Weight: 9lbs 2oz,In Stock!,,,,,Gibson
PRS S2 Standard 24 Space Blue,Other,"$1,999.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS S2 Standard 22 Antique White,Other,"$1,999.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS Silver Sky Maple John Mayer Moc Sand Satin,Other,"$2,749.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
"Fender Custom Shop 1956 Esquire ""Chicago Special"" Deluxe Closet Classic Faded Natural Blonde",Fender,"$4,250.00 ",#R143609,NEW,,Weight: 7lbs,In Stock!,,,,,Fender
Suhr Custom Classic JM Inca Silver w/Roasted Maple Neck,Other,"$4,399.00 ",#80845,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Novo Serus J 2-Tone Burst Light Distress w/Black Block Inlays & Fralin P-90 Pickups,Other,"$4,449.00 ",#25334,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,#N/A
PRS McCarty 10 Top McCarty Tobacco Sunburst,Other,"$5,540.00 ",#0393870,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Gibson Custom Shop 1958 Korina Explorer Ebony VOS w/Black Pickguard,Gibson,"$10,699.00 ",#841954,NEW,,Weight: 8lbs,In Stock!,,,,,Gibson
Gibson Les Paul Standard Cherry Sunburst 1997,Gibson,"$3,595.00 ",#91047461,USED,,Weight: 10lbs 7oz,In Stock!,,,,,Gibson
Reverend Pete Anderson Eastsider S Satin Trans White,Other,"$1,199.00 ",#55834,USED,,Weight: 7lbs 13oz,In Stock!,,,,,#N/A
Schecter Demon-6 FR-S Aged Black Satin,Other,$899.00 ,#N/A,NEW,,,Pre-Order,,,,,#N/A
Tom Anderson Hollow T Cobra Sunburst 2000,Other,"$2,795.00 ",#12-24-00A,USED,,Weight: 6lbs 6oz,In Stock!,,,,,#N/A
"Fender Custom Shop 1952 Esquire ""Chicago Special"" Deluxe Closet Classic Super Aged Transparent Sonic Blue",Fender,"$4,675.00 ",#R122846,NEW,,Weight: 6lbs 13oz,In Stock!,,,,,Fender
Epiphone Inspired by Gibson Custom 1959 Les Paul Standard Reissue LEFTY Deep Cherry Sunburst,Gibson,"$1,299.00 ",#N/A,NEW,,,Pre-Order,,,,,Gibson
PRS Limited Edition CE 22 McCarty Sunburst,Other,"$2,699.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
PRS Limited Edition CE 22 McCarty Sunburst,Other,"$2,699.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
PRS Limited Edition CE 22 Black Amber,Other,"$2,699.00 ",#0407153,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
PRS Limited Edition CE 22 Faded Blue Smokeburst,Other,"$2,699.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
PRS Limited Edition CE 22 Carroll Blue,Other,"$2,699.00 ",#N/A,NEW,,,Pre-Order,,,,,#N/A
Epiphone Inspired by Gibson Custom 1964 SG Standard Reissue Cherry Red w/Maestro Vibrola,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1957 Les Paul Goldtop Reissue Double Gold,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1959 LP Standard Reissue Deep Cherry Sunburst,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1960 Les Paul Standard Reissue Washed Cherry Sunburst,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1959 Les Paul Standard Reissue Washed Bourbon Burst,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1960 Les Paul Standard Reissue Iced Tea Burst,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Epiphone Inspired by Gibson Custom 1963 Firebird I Reissue Cardinal Red,Gibson,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Fender American Professional Telecaster Sunburst 2017,Fender,"$1,095.00 ",#US17001555,USED,,Weight: 7lbs 13oz,In Stock!,,,,,Fender
Danelectro The '67 Dano Aqua,Danelectro,$495.00 ,#102739,USED,,Weight: 6lbs 9oz,In Stock!,,,,,Danelectro
Fender Limited Edition American Performer Timber Spruce Telecaster Honey Burst,Fender,"$1,579.99 ",#US24013019,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,Fender
Fender Limited Edition American Performer Timber Pine Telecaster 2-Color Sunburst,Fender,"$1,579.99 ",#US24007277,NEW,,Weight: 7lbs 1oz,In Stock!,,,,,Fender
Fender Limited Edition American Performer Timber Sassafras Stratocaster Mocha,Fender,"$1,579.99 ",#US240040396,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,Fender
Powers Electric A-Type Two-Tone Dolomite Silver Top & London Grey Back/Sides w/PF42 Pickups,Other,"$4,299.00 ",#A937,NEW,,Weight: 6lbs 2oz,In Stock!,,,,,#N/A
Collings I-35 LC Walnut w/Bigsby,Other,"$7,425.00 ",#I35LC252480,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Reverend Jetstream HC w/Bigsby Dark Violin Brown,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Jetstream HC w/Bigsby Mulberry Mist,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Reverend Jetstream HC w/Bigsby 3-Tone Burst,Other,"$1,299.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Dunable USA Buckeye Burl Gnarwhal Transparent Green Fade,Other,"$6,250.00 ",#24370,NEW,,Weight: 8lbs 8oz,In Stock!,,,,,#N/A
Gibson ES-345 Sunburst 1959,Gibson,"$34,995.00 ",#A32733,VINTAGE,,Weight: 9lbs 3oz,In Stock!,,,,,Gibson
Reverend Double Agent W Midnight Black,Other,"$1,099.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS CE 24 Semi-Hollow Black Top w/w/Natural Back,Other,"$2,799.00 ",#0404796,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,#N/A
Nash JM-63 British Racing Green Medium Relic w/Matching Headstock,Other,"$3,167.00 ",#CHI698,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,#N/A
Mayones Aquila 6 Alder Aged Monolith Shell Pink,Other,"$3,645.00 ",#AQ2405412,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,#N/A
Mayones Regius 7 Curly Poplar 4A/Flamed Alder Trans Dirty Red,Other,"$5,285.00 ",#RF2503051,NEW,,Weight: 7lbs 2oz,In Stock!,,,,,#N/A
"Fender Custom Shop 1968 Custom Telecaster ""Chicago Special"" Deluxe Closet Classic Super Faded/Aged Lavender Top & Back w/Shell Pink Side",Fender,"$5,525.00 ",#R140985,NEW,,Weight: 7lbs 6oz,In Stock!,,,,,Fender
Fender Custom Shop 1968 Telecaster Deluxe Closet Classic Black Over Pink Paisley,Fender,"$4,720.00 ",#R103032,USED,,Weight: 7lbs,In Stock!,,,,,Fender
Epiphone Les Paul Standard '60s Figured Blueberry Burst,Epiphone,$630.00 ,#24091530114,USED,,Weight: 9lbs 6oz,In Stock!,,,,,Epiphone
Gretsch Limited Edition G6134TG Paisley Penguin with String-Thru Bigsby Gold Paisley,Other,"$3,499.99 ",#JT24113974,NEW,,Weight: 8lbs 9oz,In Stock!,,,,,#N/A
Dunable USA Gnarwhal Flame Maple Satin 3 Tone Burst,Other,"$3,650.00 ",#25232,NEW,,Weight: 9lbs 4oz,In Stock!,,,,,#N/A
Dunable USA Yeti Black Limba Satin Natural,Other,"$3,600.00 ",#25222,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,#N/A
Funk SS Series Swirl,Other,"$1,095.00 ",#N/A,USED,,Weight: 7lbs 10oz,In Stock!,,,,,#N/A
Mayones Regius Core 7 Quilted Maple 5A/Swamp Ash Trans Turquoise,Other,"$7,999.00 ",#RF2502044,NEW,,Weight: 8lbs 4oz,In Stock!,,,,,#N/A
PRS S2 Vela Space Blue,Other,"$2,049.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
PRS S2 McCarty 594 Singlecut Honey Gold Burst,Other,"$2,399.00 ",#S2080838,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,#N/A
PRS S2 McCarty 594 Black Amber,Other,"$2,399.00 ",#S2080074,NEW,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Suhr Custom Classic T Swamp Ash Trans Blonde w/Roasted Maple Neck,Other,"$4,399.00 ",#80773,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,#N/A
PRS DGT Gold Top w/Moon Inlays,Other,"$4,420.00 ",#0400631,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
Rickenbacker 518 Triple Neck Console 1956,Other,"$1,995.00 ",#N/A,VINTAGE,,,In Stock!,,,,,#N/A
LSL ERA SERIES T Bone SH Light Age Nitro Faded Shell Pink,Other,"$2,350.00 ",#7920,NEW,,Weight: 6lbs 9oz,In Stock!,,,,,#N/A
Rickenbacker 370-12 Fireglo 1998,Other,"$2,995.00 ",#W15148,USED,,Weight: 7lbs 15oz,In Stock!,,,,,#N/A
Airline 2-Pickup Electric Black 1960s,Other,$895.00 ,#N/A,VINTAGE,,Weight: 5lbs 5oz,In Stock!,,,,,#N/A
Jackson Pro Series Signature Misha Mansoor Juggernaut HT6 Blue Sparkle,Other,"$1,049.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
"Gibson Custom Shop 1960 Les Paul Standard ""CME Spec"" Tomato Soup Burst VOS w/60 V2 Neck",Gibson,"$6,999.00 ",#04703,NEW,,Weight: 8lbs 14oz,In Stock!,,,,,Gibson
Novo Serus J Copper Sparkle Light Distress w/Fralin P-90s,Other,"$4,499.00 ",#25288,NEW,,Weight: 7lbs 4oz,In Stock!,,,,,#N/A
Gibson Original Les Paul Standard '50s Goldtop,Gibson,"$2,999.00 ",#205750256,NEW,,Weight: 9lbs 9oz,In Stock!,,,,,Gibson
Gibson Original Les Paul Standard '50s Tobacco Burst,Gibson,"$2,999.00 ",#205850314,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,Gibson
Duesenberg Falken Tremolo Matte Black,Other,"$3,999.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
"Gibson Custom Shop 1964 SG Standard ""CME Spec"" Antique Vintage Cherry VOS NH w/Maestro Vibrola",Gibson,"$5,499.00 ",#500414,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,Gibson
"Gibson Custom Shop Explorer Custom ""CME Spec"" Blue Frost Sparkle/Black Back VOS",Gibson,"$6,799.00 ",#CS500104,NEW,,Weight: 9lbs 6oz,In Stock!,,,,,Gibson
Epiphone Olympic Double Black 1965,Epiphone,"$2,995.00 ",#506966,VINTAGE,,Weight: 5lbs 7oz,In Stock!,,,,,Epiphone
G&L USA Legcay Sunburst,Other,"$1,095.00 ",#CLF37869,USED,,Weight: 8lbs 4oz,In Stock!,,,,,#N/A
Fender Custom Shop '63 Telecaster Relic Sunburst 2017,Fender,"$3,295.00 ",#R88406,USED,,Weight: 7lbs 3oz,In Stock!,,,,,Fender
Ibanez Q52PE Quest Standard Natural Flat 2024,Ibanez,$995.00 ,#I240311493,USED,,Weight: 4lbs 14oz,In Stock!,,,,,Ibanez
Chapman Guardian Purple Metallic Satin 2024,Other,$795.00 ,#H24050194,USED,,Weight: 7lbs 11oz,In Stock!,,,,,#N/A
Gibson Custom Shop '54 Les Paul w/1972 Embossed Mini Humbuckers Goldtop 1996,Gibson,"$4,000.00 ",#46083,USED,,Weight: 8lbs 13oz,In Stock!,,,,,Gibson
Fender Custom Shop Cunetto Stratocaster Surf Green 1998,Fender,"$5,500.00 ",#R5916,USED,,Weight: 7lbs 8oz,In Stock!,,,,,Fender
Gibson ES-340 Natural 1972,Gibson,"$5,495.00 ",#686233,VINTAGE,,Weight: 8lbs 4oz,In Stock!,,,,,Gibson
Epiphone Les Paul Standard Black 2003,Epiphone,$395.00 ,#EE03111751,USED,,Weight: 8lbs 2oz,In Stock!,,,,,Epiphone
Dunable DE Yeti Swamp Ash Matte White,Other,"$1,399.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Custom Shop 1963 SG Special Reissue Antique Pewter Sparkle VOS,Gibson,"$4,799.00 ",#500043,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,Gibson
Fender American Ultra II Stratocaster HSS Solar Flare,Fender,"$2,359.99 ",#US24020952,NEW,,Weight: 8lbs 2oz,In Stock!,,,,,Fender
Yamaha Revstar Professional RSP20T Swift Blue,Other,"$1,980.00 ",#IKX355E,DEMO,,Weight: 8lbs 11oz,In Stock!,,,,,#N/A
Nash S-63 Aztec Gold Medium Relic,Other,"$2,795.00 ",#CHI763,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,#N/A
Eastman AR810CE Archtop Classic,Other,"$3,549.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Gibson Modern SG Supreme Wine Red,Gibson,"$3,499.00 ",#206250142,NEW,,Weight: 6lbs 12oz,In Stock!,,,,,Gibson
Gibson Original ES-335 LEFTY Vintage Burst,Gibson,"$3,499.00 ",#207440303,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,Gibson
Powers Electric A-Type Select Flame Shadow Black w/PF42 Pickups,Other,"$4,299.00 ",#A869,NEW,,Weight: 6lbs 7oz,In Stock!,,,,,#N/A
Gretsch G6122T-62 Vintage Select Edition '62 Chet Atkins Country Gentleman Hollow Body Walnut Stain w/Bigsby,Other,"$3,679.99 ",#N/A,NEW,,,In Stock!,,,,,#N/A
"Fender Custom Shop 1952 Telecaster HS ""Chicago Special"" NOS Medium Palomino Metallic",Fender,"$3,925.00 ",#R142825,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Fender
Gibson Original ES-345 LEFTY Vintage Burst,Gibson,"$3,799.00 ",#204040267,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Gibson
"Fender Custom Shop 1955 Telecaster ""Chicago Special"" NOS Medium Palomino Metallic",Fender,"$4,000.00 ",#R144626,NEW,,Weight: 6lbs 15oz,In Stock!,,,,,Fender
Gibson Custom Shop 1965 Non-Reverse Firebird V Vintage Sunburst VOS w/Maestro Vibrola,Gibson,"$4,499.00 ",#400775,NEW,,Weight: 7lbs 14oz,In Stock!,,,,,Gibson
Suhr Custom Classic JM Copper Firemist Metallic w/Roasted Maple Neck,Other,"$4,399.00 ",#80844,NEW,,Weight: 7lbs 3oz,In Stock!,,,,,#N/A
Gibson Custom Shop 1963 SG Junior Antique Heather Poly VOS,Gibson,"$4,799.00 ",#500543,NEW,,Weight: 6lbs 6oz,In Stock!,,,,,Gibson
Fender Stratocaster Sea Foam Green 1963,Fender,"$125,000.00 ",#L10269,VINTAGE,,Weight: 7lbs 13oz,In Stock!,,,,,Fender
PRS Custom 24 10 Top Black Gold Wraparound Burst,Other,"$5,490.00 ",#0404612,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
PRS McCarty 594 10 Top Faded Blue Jean,Other,"$5,600.00 ",#0402037,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,#N/A
Dunable USA 10th Anniversary Cyclops Cocobolo Natural,Other,"$4,950.00 ",#23515,USED,,Weight: 8lbs 3oz,In Stock!,,,,,#N/A
"Gibson Custom Shop 1961 Les Paul SG Standard ""CME Spec"" Aniline Dye VOS w/Maestro Vibrola",Gibson,"$5,499.00 ",#500201,NEW,,Weight: 7lbs 13oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1964 SG Standard ""CME Spec"" True Historic Red Aniline Dye Murphy Lab Ultra Light Aged",Gibson,"$6,099.00 ",#402694,NEW,,Weight: 6lbs 3oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1957 Les Paul Standard ""CME Spec"" Heavy Antique Factory Burst VOS W/Single Custom ""S"" Bucker & Carmelita Neck",Gibson,"$6,599.00 ",#75367,NEW,,Weight: 8lbs 10oz,In Stock!,,,,,Gibson
"Fender Custom Shop 1970 Jazzmaster Ash ""Chicago Special"" Heavy Relic Super Aged Sienna Sunburst",Fender,"$6,760.00 ",#R141363,NEW,,Weight: 8lbs 7oz,In Stock!,,,,,Fender
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Royal Tea Burst Gloss w/59 Carmelita Neck",Gibson,"$6,999.00 ",#95963,NEW,,Weight: 8lbs 14oz,In Stock!,,,,,Gibson
Gibson Custom Shop 1959 Les Paul Standard Beauty of the Burst 74 VOS,Gibson,"$7,299.00 ",#951038,NEW,,Weight: 8lbs 3oz,In Stock!,,,,,Gibson
"Gibson Custom Shop 1959 Les Paul Standard ""CME Spec"" Green Lemon VOS w/59 Carmelita Neck",Gibson,"$6,999.00 ",#95577,NEW,,Weight: 8lbs 13oz,In Stock!,,,,,Gibson
Gibson Custom Shop 1959 Les Paul Standard Beauty of the Burst 40 VOS w/Double Classic White Custombuckers,Gibson,"$7,299.00 ",#951060,NEW,,Weight: 8lbs 15oz,In Stock!,,,,,Gibson
Gibson Custom Shop 1959 Les Paul Standard Reissue Factory Burst Murphy Lab Ultra Light Aged,Gibson,"$7,199.00 ",#951002,NEW,,Weight: 8lbs 14oz,In Stock!,,,,,Gibson
Dunable DE Gnarwhal Gloss Silverburst w/Blocks,Other,"$1,349.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
Nash S-63 Shell Pink Medium Relic,Other,"$2,795.00 ",#CHI781,NEW,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Nash S-57 Candy Apple Red Medium Relic,Other,"$2,945.00 ",#CHI761,NEW,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Nash S-57 Dakota Red Medium Relic,Other,"$2,795.00 ",#CHI745,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,#N/A
Fender Stories Collection Mike Campbell Red Dog Telecaster Red Dog Red,Fender,"$3,679.99 ",#MC250398,NEW,,Weight: 8lbs 15oz,In Stock!,,,,,Fender
Fender Stories Collection Mike Campbell Red Dog Telecaster Red Dog Red,Fender,"$3,679.99 ",#MC250587,NEW,,Weight: 9lbs 5oz,In Stock!,,,,,Fender
Fender Stories Collection Mike Campbell Red Dog Telecaster Red Dog Red,Fender,"$3,679.99 ",#MC250312,NEW,,Weight: 9lbs 6oz,In Stock!,,,,,Fender
Fender Telecaster Black 1970,Fender,"$13,995.00 ",#288861,VINTAGE,,Weight: 7lbs 8oz,In Stock!,,,,,Fender
Nash JM-63 Surf Green Medium Relic w/Matching Headstock,Other,"$3,342.00 ",#CHI727,NEW,,Weight: 8lbs 5oz,In Stock!,,,,,#N/A
Suhr Classic S HSS Indigo Metallic,Other,"$3,699.00 ",#85087,NEW,,Weight: 7lbs 9oz,In Stock!,,,,,#N/A
Suhr Custom Classic JM Pelham Blue w/Roasted Maple Neck,Other,"$4,399.00 ",#80847,USED,,Weight: 7lbs 12oz,In Stock!,,,,,#N/A
Jackson JS Series Kelly JS32 Snow White,Other,$449.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop '50s 250K Jazzmaster Relic Faded Aged Sonic Blue Master Built by Levi Perry,Fender,"$9,920.00 ",#LP0113,NEW,,Weight: 8lbs 1oz,In Stock!,,,,,Fender
Fender Custom Shop 1960 Custom Telecaster Deluxe Closet Classic Faded/Aged 3-Color Sunburst,Fender,"$5,325.00 ",#R141990,NEW,,Weight: 7lbs 11oz,In Stock!,,,,,Fender
Gibson Custom Shop 1959 Les Paul Standard Reissue Kindred Burst Murphy Lab Ultra Heavy Aged,Gibson,"$10,699.00 ",#95626,NEW,,Weight: 8lbs 9oz,In Stock!,,,,,Gibson
Gibson Custom Historic Tom Murphy Aged '59 Les Paul Standard Cherry Sunburst 2001,Gibson,"$10,995.00 ",#91155,USED,,Weight: 8lbs 12oz,In Stock!,,,,,Gibson
G&L ASAT Black 1987,Other,"$2,195.00 ",#6021546,USED,,Weight: 8lbs 2oz,In Stock!,,,,,#N/A
Fender Telecaster Candy Apple Red 1966,Fender,"$24,995.00 ",#170429,VINTAGE,,Weight: 7lbs 8oz,In Stock!,,,,,Fender
Balaguer Toro Ambassador Island Burst,Other,$995.00 ,#N/A,USED,,Weight: 7lbs 1oz,In Stock!,,,,,#N/A
Rickenbacker 320 B Jetglo 1982,Other,"$3,395.00 ",#VF1673,USED,,Weight: 6lbs 14oz,In Stock!,,,,,#N/A
Fender Bajo Sexto Telecaster Blonde 2014,Fender,"$4,995.00 ",#CN1400737,USED,,Weight: 7lbs 12oz,In Stock!,,,,,Fender
Bacci Leonardo Dual Output Baritone Lavender,Other,"$4,195.00 ",#110BLF00047,USED,,Weight: 7lbs 8oz,In Stock!,,,,,#N/A
Jackson JS Series Dinky JS11 Snow White,Other,$199.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson JS Series Dinky JS11 Metallic Red,Other,$199.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Jackson JS Series Rhoads JS32T White w/Black Bevels,Other,$449.99 ,#N/A,NEW,,,In Stock!,,,,,#N/A
Fender Custom Shop 1959 Stratocaster Deluxe Closet Classic Faded Fiesta Red Master Built by Dale Wilson w/Gold Hardware & AA Flame Neck,Fender,"$9,440.00 ",#CZ578388,NEW,,Weight: 7lbs 7oz,In Stock!,,,,,Fender
Gibson Modern Victory TV Yellow Satin,Gibson,"$1,999.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Gibson Modern Les Paul Studio Tobacco Burst,Gibson,"$1,599.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Gibson Original Les Paul Special Ebony,Gibson,"$1,799.00 ",#N/A,NEW,,,In Stock!,,,,,Gibson
Strandberg Boden Standard NX 7 Purple,Other,"$1,745.00 ",#N/A,NEW,,,In Stock!,,,,,#N/A
